"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8063","0","170.5","108.7","-0.6","352"
"","Haryana","6887","0","145.3","97.1","-10.6","453"
"","Rajasthan","6344","391","142.9","46.8","-7.3","80"
"","Delhi","4786","0","93.8","70.8","-4.4","122"
"","UP","11035","1010","237.5","111.5","-4.1","526"
"","Uttarakhand","1404","245","31.3","21.0","0.9","178"
"","HP","1140","0","24.4","3.0","-2.2","52"
"","J&K","1472","100","27.5","18.5","-4.7","76"
"","Chandigarh","265","0","5.3","6.1","-0.8","0"
"WR","Chhattisgarh","2856","4","67.2","27.9","3.5","481"
"","Gujarat","9305","8","206.9","31.5","3.7","815"
"","MP","5623","0","113.1","45.2","-2.2","149"
"","Maharashtra","14508","61","319.5","96.5","5.6","1173"
"","Goa","332","60","7.0","6.2","0.3","31"
"","DD","269","0","6.1","5.5","0.6","22"
"","DNH","627","0","14.7","13.2","1.5","49"
"","Essar steel","513","9","11.7","11.5","0.1","0"
"SR","Andhra Pradesh","9765","1000","225.5","93.2","1.9","343"
"","Karnataka","6818","500","148.1","18.0","0.7","537"
"","Kerala","2959","75","53.4","29.6","1.8","240"
"","Tamil Nadu","11587","598","253.3","77.4","-0.4","274"
"","Pondy","304","0","6.3","7.4","-1.2","5"
"ER","Bihar","1950","540","40.2","43.8","-3.6","40"
"","DVC","2539","235","58.4","-23.8","1.6","400"
"","Jharkhand","860","0","19.2","13.5","-1.7","0"
"","Odisha","3651","0","69.0","17.0","6.8","680"
"","West Bengal","6966","0","131.4","37.2","2.8","500"
"","Sikkim","83","0","1.1","-0.4","1.4","35"
"NER","Arunachal Pradesh","93","4","1.2","2.2","-1.0","2"
"","Assam","1060","165","21.5","16.2","0.3","74"
"","Manipur","107","3","1.4","2.5","-1.2","0"
"","Meghalaya","232","2","3.7","0.0","0.1","68"
"","Mizoram","47","10","0.9","1.5","-0.5","0"
"","Nagaland","94","1","1.6","1.5","-0.2","10"
"","Tripura","145","72","3.0","2.0","-0.6","13"
