"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4781","0","95.7","55.1","2.1","248"
"","Haryana","4754","556","99.4","54.1","4.9","530"
"","Rajasthan","7518","0","155.9","76.1","-2.5","397"
"","Delhi","3404","0","64.6","46.7","-1.5","268"
"","UP","9328","2030","206.8","75.0","-3.8","201"
"","Uttarakhand","1463","75","28.9","17.4","1.0","140"
"","HP","1224","0","23.3","11.4","2.6","223"
"","J&K","1720","100","32.8","21.8","2.4","289"
"","Chandigarh","197","0","3.5","3.6","-0.1","22"
"WR","Chhattisgarh","2704","9","54.6","14.3","-4.4","400"
"","Gujarat","11357","10","249.0","49.2","1.1","357"
"","MP","7287","0","160.4","92.3","-4.2","413"
"","Maharashtra","16579","597","360.7","114.0","7.1","471"
"","Goa","420","0","8.3","7.3","0.3","52"
"","DD","250","0","5.9","6.0","-0.1","53"
"","DNH","655","0","15.4","14.6","0.8","46"
"","Essar steel","251","0","5.1","5.1","0.0","51"
"SR","Andhra Pradesh","10173","0","207.9","48.8","1.8","390"
"","Karnataka","7040","350","134.1","22.3","0.9","225"
"","Kerala","3146","150","57.2","25.3","2.0","311"
"","Tamil Nadu","11552","693","246.3","66.1","2.0","529"
"","Pondy","281","0","5.9","5.8","0.1","40"
"ER","Bihar","2107","0","39.7","39.1","0.7","430"
"","DVC","2515","0","56.8","-21.2","3.2","225"
"","Jharkhand","943","0","19.5","13.6","-1.8","65"
"","Odisha","3406","0","60.9","5.3","-3.3","185"
"","West Bengal","6225","0","103.2","22.4","-2.2","305"
"","Sikkim","83","0","1.2","1.8","-0.6","4"
"NER","Arunachal Pradesh","96","14","1.6","1.0","0.6","72"
"","Assam","1135","83","17.5","11.0","0.9","116"
"","Manipur","98","10","1.3","1.5","-0.2","46"
"","Meghalaya","267","1","4.7","2.0","0.5","67"
"","Mizoram","52","3","1.0","0.8","-0.1","32"
"","Nagaland","90","9","1.3","0.9","0.2","41"
"","Tripura","189","17","3.3","0.4","0.3","37"
