"","NR","WR","SR","ER","NER"
"Schedule(MU)","112.5","-85.0","48.1","-81.3","3.1"
"Actual(MU)","123.2","-90.5","48.6","-77.9","-4.0"
"O/D/U/D(MU)","10.7","-5.5","0.5","3.4","-7.1"
