"","NR","WR","SR","ER","NER","All India"
"Coal","303","762","377","352","6","1801"
"Lignite","15","11","46","0","0","72"
"Hydro","148","35","71","39","4","297"
"Nuclear","19","33","65","0","0","117"
"Gas, Naptha & Diesel","27","46","20","0","22","114"
"RES (Wind, Solar, Biomass & Others)","54","100","143","6","0","302"
"Total","566","986","721","397","32","2702"
