"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6172","0","136.2","32.4","-0.1","143","0.0"
"","Haryana","6579","0","137.1","58.5","2.2","293","2.1"
"","Rajasthan","10407","0","199.9","43.1","1.9","551","0.2"
"","Delhi","3424","0","67.2","52.1","0.4","272","0.0"
"","UP","12835","1560","288.4","93.4","0.9","737","8.7"
"","Uttarakhand","1807","0","35.1","25.4","0.8","151","0.0"
"","HP","1396","9","25.1","20.7","0.2","140","0.1"
"","J&K","2012","503","43.4","38.9","-0.2","99","10.2"
"","Chandigarh","175","0","3.2","2.9","0.3","38","0.0"
"WR","Chhattisgarh","3787","0","84.1","24.2","-0.7","133","0.0"
"","Gujarat","14618","0","319.5","165.0","2.2","489","0.0"
"","MP","9129","0","187.2","95.2","-1.9","371","0.0"
"","Maharashtra","21816","0","465.5","149.3","-1.2","331","0.0"
"","Goa","462","0","9.1","10.0","-1.2","33","0.0"
"","DD","330","0","7.5","6.6","0.9","113","0.0"
"","DNH","760","0","17.8","16.9","0.9","57","0.0"
"","Essar steel","491","0","10.1","9.5","0.6","208","0.0"
"SR","Andhra Pradesh","8800","0","182.8","47.1","0.2","482","0.0"
"","Telangana","9938","0","216.7","103.3","-1.3","470","0.0"
"","Karnataka","10652","0","234.4","84.5","-2.1","367","0.0"
"","Kerala","3566","0","75.9","49.1","1.9","262","0.0"
"","Tamil Nadu","14066","0","314.4","137.4","3.0","684","0.0"
"","Pondy","353","0","7.5","7.7","-0.3","41","0.0"
"ER","Bihar","4416","0","72.8","67.3","-1.8","200","0.0"
"","DVC","2965","0","66.4","-56.7","-1.6","220","0.0"
"","Jharkhand","1146","0","23.8","14.0","0.3","85","0.3"
"","Odisha","4116","0","78.1","28.3","1.7","220","0.0"
"","West Bengal","8068","0","152.8","24.6","1.3","220","0.0"
"","Sikkim","93","0","1.4","1.3","0.1","10","0.0"
"NER","Arunachal Pradesh","122","3","2.2","1.8","0.4","59","0.0"
"","Assam","1406","13","22.0","19.2","0.1","146","0.8"
"","Manipur","159","6","2.1","2.1","-0.1","22","0.1"
"","Meghalaya","295","6","5.3","3.3","0.1","57","0.0"
"","Mizoram","77","3","1.6","0.9","0.1","34","0.0"
"","Nagaland","122","2","2.1","1.7","0.3","40","0.0"
"","Tripura","231","8","3.8","2.8","0.4","26","0.0"
