"","NR","WR","SR","ER","NER"
"Schedule(MU)","106.8","-85.8","54.3","-74.8","-2.1"
"Actual(MU)","105.0","-95.0","62.1","-75.9","-0.7"
"O/D/U/D(MU)","-1.8","-9.2","7.8","-1.1","1.4"
