"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9487","0","207.5","118.6","1.2","257","0.0"
"","Haryana","8746","294","186.2","122.3","2.7","394","2.0"
"","Rajasthan","9887","263","223.5","80.6","4.9","409","3.4"
"","Delhi","5802","0","116.6","89.8","1.1","361","0.8"
"","UP","16697","530","364.6","164.1","3.4","756","9.6"
"","Uttarakhand","1893","0","39.7","11.9","2.8","311","0.0"
"","HP","1316","0","27.1","-0.8","2.6","598","0.0"
"","J&K","2068","517","40.7","14.2","0.5","213","9.7"
"","Chandigarh","248","0","5.2","5.3","-0.1","42","0.0"
"WR","Chhattisgarh","3762","0","86.2","27.1","-0.7","205","0.0"
"","Gujarat","12374","0","265.6","55.7","-2.6","509","0.0"
"","MP","7833","0","172.0","93.7","1.4","750","0.0"
"","Maharashtra","16255","0","354.0","93.0","0.0","816","0.0"
"","Goa","430","0","9.0","8.8","0.2","43","0.0"
"","DD","316","0","6.9","6.6","0.4","47","0.0"
"","DNH","743","0","16.7","17.0","-0.3","58","0.0"
"","Essar steel","122","0","1.5","0.9","0.6","220","0.0"
"SR","Andhra Pradesh","6580","0","147","32","-0.7","730","0.0"
"","Telangana","7120","0","151","68","-0.8","426","0.0"
"","Karnataka","7912","0","161","59","5.0","552","0.0"
"","Kerala","3300","0","63","45","1.7","241","0.0"
"","Tamil Nadu","12638","0","265","81","0.2","558","0.0"
"","Pondy","342","0","7","7","0.0","57","0.0"
"ER","Bihar","4296","0","80.5","76.3","-0.3","116","0.0"
"","DVC","2689","0","62.3","-25.5","0.9","204","0.0"
"","Jharkhand","1243","0","24.8","15.9","1.0","201","0.0"
"","Odisha","4407","0","85.0","26.0","2.1","498","0.0"
"","West Bengal","8070","0","152.7","51.7","0.8","227","0.0"
"","Sikkim","87","0","1.1","1.3","-0.2","6","0.0"
"NER","Arunachal Pradesh","114","1","2.1","2.1","0.0","70","0.1"
"","Assam","1542","129","29.1","21.8","2.8","234","1.3"
"","Manipur","135","4","2.1","2.1","0.0","28","0.0"
"","Meghalaya","266","0","4.7","-1.7","-0.7","44","0.0"
"","Mizoram","68","1","1.1","0.9","0.2","23","0.0"
"","Nagaland","107","4","1.9","1.7","0.0","33","0.1"
"","Tripura","254","1","4.8","2.8","0.9","158","0.0"
