"Share of RES in total generation (%)","7.24","8.07","22.65","0.25","0.08","9.74"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","38.77","11.64","33.64","13.63","34.97","24.44"
