"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","1.2","0.0","90.6","9.4"
"SR GRID","0.0","0.0","0.9","9.0","0.9","93.8","5.3"
