"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8637","615","198.6","125.4","1.4","254"
"","Haryana","7292","0","165.3","104.5","0.5","352"
"","Rajasthan","6515","0","132.3","47.4","-8.0","0"
"","Delhi","4396","13","96.0","77.2","-0.5","329"
"","UP","10908","1900","239.0","122.3","-6.6","253"
"","Uttarakhand","1565","0","33.2","18.4","-2.3","0"
"","HP","1060","0","23.5","0.7","-0.9","32"
"","J&K","1612","100","30.4","19.8","-3.1","42"
"","Chandigarh","260","0","5.3","5.6","-0.3","1"
"WR","Chhattisgarh","2843","51","63.4","27.0","3.7","491"
"","Gujarat","8229","46","181.4","31.1","0.4","983"
"","MP","5103","9","102.6","37.4","-3.8","291"
"","Maharashtra","13421","80","292.3","83.3","4.5","1070"
"","Goa","353","1","6.5","6.6","-0.5","0"
"","DD","251","0","6.0","5.6","0.4","57"
"","DNH","614","1","14.5","13.4","1.1","76"
"","Essar steel","461","14","9.5","9.7","-0.2","0"
"SR","Andhra Pradesh","9461","1000","215.6","94.2","2.4","357"
"","Karnataka","6384","550","130.3","14.5","0.9","216"
"","Kerala","2794","0","49.2","27.6","1.2","317"
"","Tamil Nadu","10792","489","244.0","82.2","0.3","278"
"","Pondy","291","0","5.9","7.0","-1.1","2"
"ER","Bihar","2114","0","43.3","44.8","-1.5","100"
"","DVC","2513","0","57.1","-22.4","-1.1","230"
"","Jharkhand","929","0","19.8","14.7","-1.8","0"
"","Odisha","3467","0","67.9","17.7","3.8","490"
"","West Bengal","6244","0","124.6","33.0","5.8","500"
"","Sikkim","85","0","1.1","1.1","-0.1","15"
"NER","Arunachal Pradesh","96","4","1.2","1.5","-0.3","26"
"","Assam","1095","162","21.4","14.7","1.2","264"
"","Manipur","110","5","1.6","2.2","-0.6","2"
"","Meghalaya","235","10","4.2","0.2","-0.2","19"
"","Mizoram","50","10","1.0","1.0","0.0","10"
"","Nagaland","93","2","1.6","1.3","-0.1","22"
"","Tripura","180","41","3.3","1.5","0.1","51"
