"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","0.0","0.0","62.8","37.2"
"SR GRID","0.0","0.0","3.0","17.9","3.0","96.3","0.7"
