"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","1.04","4.10","13.52","18.66","64.87","16.47"
"SR GRID","0.00","1.04","4.10","13.52","18.66","64.87","B. Frequency Profile (%)16.47"
