"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","1.02","3.35","9.59","13.97","55.24","30.79"
"SR GRID","0.00","1.02","3.35","9.59","13.97","55.24","B. Frequency Profile (%)30.79"
