"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.35","3.02","14.19","17.56","47.74","34.70"
"SR GRID","0.00","0.35","3.02","14.19","17.56","47.74","B. Frequency Profile (%)34.70"
