"","NR","WR","SR","ER","NER"
"Schedule(MU)","107.8","-87.6","33.5","-56.7","5.8"
"Actual(MU)","117.2","-110.6","42.1","-55.5","7.1"
"O/D/U/D(MU)","9.4","-23.1","8.6","1.2","1.3"
