"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.71","7.82","18.55","27.08","59.29","29.86"
"SR GRID","0.00","0.71","7.82","18.55","27.08","59.29","29.86"
