"","NR","WR","SR","ER","NER"
"Schedule(MU)","128.1","-113.8","46.6","-62.6","1.6"
"Actual(MU)","140.4","-118.0","46.0","-70.2","1.3"
"O/D/U/D(MU)","12.3","-4.2","-0.6","-7.5","-0.3"
