"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9306","0","199.3","120.7","-4.8","247"
"","Haryana","8463","0","180.8","141.1","-6.2","143"
"","Rajasthan","8345","0","187.7","62.5","2.6","588"
"","Delhi","5193","0","108.6","88.2","-1.9","120"
"","UP","14163","180","314.1","150.6","0.6","302"
"","Uttarakhand","1907","65","40.9","21.2","1.3","171"
"","HP","1208","0","25.9","4.0","1.6","122"
"","J&K","1490","373","30.8","13.5","-6.4","47"
"","Chandigarh","291","0","6.1","6.2","-0.1","23"
"WR","Chhattisgarh","3077","0","70.6","28.0","1.1","317"
"","Gujarat","12662","0","283.6","54.5","-3.2","526"
"","MP","5394","0","108.6","64.0","-1.5","298"
"","Maharashtra","14631","0","321.5","67.4","-0.6","572"
"","Goa","414","0","8.8","7.0","1.2","61"
"","DD","306","0","6.8","6.1","0.8","60"
"","DNH","722","0","16.7","17.1","-0.4","161"
"","Essar steel","553","0","11.5","10.7","0.8","216"
"SR","Andhra Pradesh","6038","0","131.3","18.3","0.8","642"
"","Telangana","5642","0","117.9","67.8","1.4","354"
"","Karnataka","6880","0","141.0","51.2","2.0","469"
"","Kerala","3135","0","58.1","42.4","1.0","209"
"","Tamil Nadu","13451","0","299.3","112.4","0.4","568"
"","Pondy","340","0","7.3","7.6","-0.3","13"
"ER","Bihar","3477","150","71.0","69.5","-0.4","243"
"","DVC","2710","0","61.7","-17.6","1.5","351"
"","Jharkhand","1024","0","20.9","16.5","-1.1","78"
"","Odisha","3855","0","75.6","25.6","1.1","322"
"","West Bengal","7391","0","144.6","36.3","2.5","387"
"","Sikkim","84","0","1.2","1.7","-0.5","0"
"NER","Arunachal Pradesh","100","8","1.5","2.0","-0.4","20"
"","Assam","1436","97","28.9","20.1","3.5","322"
"","Manipur","135","1","1.9","1.8","0.1","38"
"","Meghalaya","266","0","5.4","-1.2","1.6","111"
"","Mizoram","72","2","1.0","0.8","0.1","27"
"","Nagaland","101","6","1.1","1.5","-0.4","30"
"","Tripura","215","22","3.9","2.0","1.8","205"
