"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8528","0","188.0","123.6","-2.0","155"
"","Haryana","6242","20","137.8","97.8","-0.7","242"
"","Rajasthan","6802","82","151.7","58.0","-2.3","155"
"","Delhi","4581","0","94.1","74.8","-3.5","207"
"","UP","10427","810","223.9","109.2","-7.3","80"
"","Uttarakhand","1578","0","32.7","22.4","0.8","148"
"","HP","1192","0","25.5","3.2","1.8","172"
"","J&K","1425","100","29.9","18.2","-1.7","136"
"","Chandigarh","287","0","5.5","5.8","-0.3","25"
"WR","Chhattisgarh","2740","275","61.7","18.1","2.1","437"
"","Gujarat","9611","79","211.4","48.6","-0.9","613"
"","MP","5619","29","106.8","45.6","-3.4","165"
"","Maharashtra","14285","425","318.0","93.2","9.6","878"
"","Goa","346","52","7.6","5.5","1.7","42"
"","DD","263","1","6.1","5.0","1.1","103"
"","DNH","617","3","14.2","13.3","0.9","88"
"SR","Andhra Pradesh","10723","1500","240.4","81.5","1.9","272"
"","Karnataka","7116","600","148.5","18.2","0.9","380"
"","Kerala","2847","150","50.9","30.0","2.2","251"
"","Tamil Nadu","11712","546","263.2","73.7","0.0","377"
"","Pondy","317","0","6.8","7.2","-0.4","30"
"ER","Bihar","1898","100","39.8","41.1","-1.3","50"
"","DVC","2517","0","51.7","-22.0","-4.0","230"
"","Jharkhand","916","0","17.3","14.5","-2.2","80"
"","Odisha","3062","0","64.6","15.2","-8.8","180"
"","West Bengal","6560","0","120.1","37.7","-3.1","220"
"","Sikkim","95","0","1.1","1.1","0.1","10"
"NER","Arunachal Pradesh","98","7","1.2","1.8","-0.6","35"
"","Assam","1099","160","23.3","15.3","1.4","133"
"","Manipur","111","4","1.3","2.0","-0.7","21"
"","Meghalaya","226","7","4.1","1.7","0.0","37"
"","Mizoram","50","17","1.0","1.1","-0.1","1"
"","Nagaland","91","1","1.5","1.4","-0.3","19"
"","Tripura","198","23","3.1","1.8","-0.3","44"
