"","NR","WR","SR","ER","NER"
"Schedule(MU)","143.3","-97.2","36.7","-91.2","7.8"
"Actual(MU)","146.4","-90.0","38.0","-103.7","6.9"
"O/D/U/D(MU)","3.0","7.2","1.3","-12.5","-0.9"
