"Share of RES in total generation (%)","5.51","3.75","24.36","0.16","0.06","8.49"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","30.48","8.73","36.60","24.33","47.22","23.55"
