"","NR","WR","SR","ER","NER","All India"
"Coal","466","1027","373","386","7","2259"
"Lignite","16","13","52","0","0","82"
"Hydro","158","47","97","94","12","407"
"Nuclear","28","29","46","0","0","103"
"Gas, Naptha & Diesel","26","65","15","0","22","128"
"RES (Wind, Solar, Biomass & Others)","50","51","112","2","0","215"
"Total","743","1233","696","481","41","3194"
