"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","56749","45099","38283","22766","2917","165814"
"Peak Shortage (MW)","1662","0","0","100","90","1852"
"Energy Met (MU)","1245","1017","846","469","56","3633"
"Hydro Gen (MU)","296","124","154","140","24","738"
"Wind Gen (MU)","7","33","74","----------","----------","114"
"Solar Gen (MU)*","28.31","17.4","50.59","1.85","0.04","98"
"Energy Shortage (MU)","11.1","0.0","0.0","0.3","1.0","12.5"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","56709","46787","39229","22993","2870","166237"
"","20:19","19:13","18:41","20:00","18:19","19:25"
