"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","272.4","-210.4","15.2","-63.6","-7.6","6.1"
"Actual(MU)","263.0","-200.4","15.1","-70.0","-2.8","4.8"
"O/D/U/D(MU)","-9.4","10.0","-0.2","-6.5","4.8","-1.3"
