"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","49149","46516","37283","20250","2649","155846"
"Peak Shortage (MW)","1358","224","20","0","103","1705"
"Energy Met (MU)","1076","1070","825","414","52","3437"
"Hydro Gen(MU)","255","31","82","102","23","493"
"Wind Gen(MU)","11","20","72","----------","----------","103"
"Solar Gen (MU)*","1.17","15.27","25.00","0.54","0.02","42"
"Energy Shortage (MU)","14.7","6.6","0.0","0.0","0.8","22.1"
"Maximum Demand Met during the day (MW) (from NLDC SCADA)","49468","47749","37029","20424","2821","156068"
