"","NR","WR","SR","ER","NER"
"Schedule(MU)","130.7","-86.5","38.0","-86.5","4.2"
"Actual(MU)","108.6","-74.7","38.7","-76.4","4.1"
"O/D/U/D(MU)","-22.1","11.8","0.7","10.1","-0.1"
