"","NR","WR","SR","ER","NER"
"Schedule(MU)","138.3","-93.6","36.1","-84.1","5.7"
"Actual(MU)","136.7","-102.5","37.8","-78.5","7.0"
"O/D/U/D(MU)","-1.6","-8.9","1.7","5.6","1.3"
