"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.047","0.00","0.10","10.75","10.86","72.70","16.45"
"SR GRID","0.047","0.00","0.10","10.75","10.86","72.70","16.45"
