"","NR","WR","SR","ER","NER"
"Schedule(MU)","126.8","-93.5","43.5","-79.6","2.4"
"Actual(MU)","101.0","-89.9","43.3","-57.9","1.8"
"O/D/U/D(MU)","-25.8","3.6","-0.2","21.7","-0.6"
