"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9170","0","209.3","97.0","1.0","366","0.0"
"","Haryana","8454","325","181.2","111.9","1.7","293","0.2"
"","Rajasthan","9196","120","200.1","75.0","3.6","349","9.3"
"","Delhi","5366","0","106.7","79.5","-1.8","246","0.0"
"","UP","17902","1230","401.4","194.4","1.4","750","10.1"
"","Uttarakhand","2033","0","42.0","12.3","2.2","263","0.0"
"","HP","1342","0","27.3","7.4","2.8","203","0.0"
"","J&K","2047","512","40.2","22.0","3.5","339","9.5"
"","Chandigarh","272","0","5.2","5.6","-0.4","15","0.0"
"WR","Chhattisgarh","3933","0","93.8","31.9","0.3","207","1.0"
"","Gujarat","13979","0","307.9","42.7","-0.1","321","0.0"
"","MP","7696","0","170.0","105.3","0.6","403","0.0"
"","Maharashtra","16680","686","378.5","106.3","-1.8","375","6.9"
"","Goa","388","0","9.3","9.4","-0.3","50","0.0"
"","DD","322","0","7.4","6.4","1.0","92","0.0"
"","DNH","744","0","17.0","16.3","0.8","62","0.0"
"","Essar steel","406","0","7.6","7.8","-0.2","156","0.0"
"SR","Andhra Pradesh","6976","0","151.1","42.8","2.0","604","0.0"
"","Telangana","8051","0","170.8","80.5","-1.8","200","0.0"
"","Karnataka","7030","0","146.7","32.2","1.4","376","0.0"
"","Kerala","3030","0","64.0","42.5","1.5","244","0.0"
"","Tamil Nadu","12609","0","277.5","120.9","0.7","540","0.0"
"","Pondy","314","0","6.8","7.1","-0.3","38","0.0"
"ER","Bihar","4292","0","86.7","83.7","-1.3","10","0.0"
"","DVC","2985","0","67.3","-30.2","1.7","200","0.0"
"","Jharkhand","1167","0","26.7","18.9","1.3","190","0.0"
"","Odisha","4381","200","91.1","33.9","1.7","600","0.9"
"","West Bengal","8262","0","162.0","66.2","1.6","400","0.0"
"","Sikkim","74","0","1.2","1.0","0.2","15","0.0"
"NER","Arunachal Pradesh","108","7","2.3","2.4","-0.1","3","0.1"
"","Assam","1651","138","30.2","21.7","4.0","244","1.4"
"","Manipur","144","4","2.2","2.1","0.1","31","0.0"
"","Meghalaya","265","0","4.4","-1.0","0.3","66","0.0"
"","Mizoram","78","3","1.2","1.1","0.0","10","0.0"
"","Nagaland","113","4","2.0","1.5","0.3","21","0.0"
"","Tripura","273","1","5.3","3.6","1.3","85","0.0"
