"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5290","0","98.6","31.4","1.4","234"
"","Haryana","6352","0","115.0","78.6","-0.4","171"
"","Rajasthan","9351","0","205.3","70.8","1.0","194"
"","Delhi","3506","0","60.6","47.4","1.3","276"
"","UP","12572","0","273.9","88.8","1.9","348"
"","Uttarakhand","1768","0","32.5","16.7","0.4","164"
"","HP","1324","0","25.3","20.8","-0.6","153"
"","J&K","1854","463","37.0","38.9","-6.0","0"
"","Chandigarh","212","0","3.5","3.6","-0.1","17"
"WR","Chhattisgarh","3125","0","71.2","6.4","-0.6","215"
"","Gujarat","13312","0","274.5","80.1","-0.9","399"
"","MP","9905","0","218.3","127.6","-3.1","315"
"","Maharashtra","19690","412","401.0","126.6","-4.4","519"
"","Goa","537","0","8.8","8.3","-0.1","67"
"","DD","285","0","6.3","6.4","-0.1","7"
"","DNH","708","0","16.0","16.3","-0.3","37"
"","Essar steel","462","0","9.7","10.5","-0.8","126"
"SR","Andhra Pradesh","6693","0","146.3","3.6","3.7","294"
"","Telangana","7826","0","153.1","77.0","1.2","317"
"","Karnataka","9331","0","195.4","61.2","4.1","362"
"","Kerala","3275","350","62.6","47.2","2.5","263"
"","Tamil Nadu","13584","0","277.6","124.3","1.2","396"
"","Pondy","310","0","6.5","6.8","-0.3","20"
"ER","Bihar","3487","0","60.2","58.8","-3.0","100"
"","DVC","2690","0","61.7","-34.9","-1.9","200"
"","Jharkhand","1152","0","23.5","15.2","0.9","125"
"","Odisha","3900","0","68.4","15.9","3.3","200"
"","West Bengal","6371","0","104.2","23.6","5.8","200"
"","Sikkim","86","0","1.8","1.4","0.4","15"
"NER","Arunachal Pradesh","136","2","2.0","1.8","0.2","1"
"","Assam","1365","14","20.9","16.0","0.7","225"
"","Manipur","130","0","2.3","2.3","0.1","8"
"","Meghalaya","281","0","5.2","4.7","-0.2","93"
"","Mizoram","82","3","1.4","1.3","0.1","31"
"","Nagaland","107","2","2.2","1.7","0.4","19"
"","Tripura","217","2","3.3","1.2","0.3","12"
