"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","172.6","-262.9","166.3","-78.8","2.5","-0.2"
"Actual(MU)","169.0","-277.8","162.2","-65.5","6.4","-5.6"
"O/D/U/D(MU)","-3.6","-14.9","-4.0","13.3","3.9","-5.4"
