"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8334","0","167.9","104.8","-2.3","458"
"","Haryana","7724","0","126.6","101.7","-12.8","224"
"","Rajasthan","8260","0","185.6","57.2","-1.4","275"
"","Delhi","5373","4","99.4","82.1","-3.7","286"
"","UP","12552","2420","255.3","131.4","-3.3","543"
"","Uttarakhand","1840","0","39.9","18.4","0.8","161"
"","HP","1279","0","25.4","4.0","1.1","271"
"","J&K","1859","465","35.7","20.6","-0.4","138"
"","Chandigarh","258","0","5.3","5.5","0.3","23"
"WR","Chhattisgarh","3074","0","71.0","20.2","-0.5","216"
"","Gujarat","12605","0","282.0","50.8","2.6","440"
"","MP","5795","0","123.5","69.3","-0.5","409"
"","Maharashtra","16454","44","363.6","100.8","6.9","805"
"","Goa","384","0","8.0","7.6","-0.2","43"
"","DD","287","0","6.5","6.3","0.2","46"
"","DNH","663","0","15.3","15.0","-0.8","32"
"","Essar steel","410","0","6.4","7.2","-0.8","106"
"SR","Andhra Pradesh","5753","0","135.9","28.2","3.0","479"
"","Telangana","5206","0","112.8","73.0","0.8","319"
"","Karnataka","7539","0","159.4","33.5","2.5","483"
"","Kerala","3110","0","60.6","42.7","1.9","396"
"","Tamil Nadu","13042","0","281.8","109.5","0.2","499"
"","Pondy","332","0","7.0","7.0","0.0","32"
"ER","Bihar","3107","250","54.0","55.6","-3.9","210"
"","DVC","2591","0","62.9","-22.0","0.9","380"
"","Jharkhand","852","0","19.8","10.3","-3.1","150"
"","Odisha","3392","0","71.6","14.9","2.5","300"
"","West Bengal","6295","0","133.8","43.6","3.8","320"
"","Sikkim","69","0","1.1","-0.3","1.3","21"
"NER","Arunachal Pradesh","77","6","0.7","1.7","-1.0","9"
"","Assam","1182","152","21.6","15.0","1.6","199"
"","Manipur","133","6","2.0","2.0","0.0","31"
"","Meghalaya","279","0","4.0","1.4","-0.3","38"
"","Mizoram","67","4","1.2","1.0","0.2","24"
"","Nagaland","82","5","1.7","1.5","0.1","45"
"","Tripura","172","33","3.1","0.1","1.0","109"
