"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","34815","41419","34107","15602","1932","127875"
"Peak Shortage (MW)","2023","132","3138","658","221","6172"
"Energy Met (MU)","749","963","784","345","32","2872"
"Hydro Gen(MU)","143","49","85","37","6","321"
"Wind Gen(MU)","6","16","17","----------","----------","39"
