"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4865","0","90.7","38.6","-0.9","197"
"","Haryana","6269","0","116.2","54.8","-1.1","99"
"","Rajasthan","9694","0","211.7","69.9","2.8","337"
"","Delhi","3130","0","57.5","40.9","-0.6","163"
"","UP","9841","2310","229.7","92.4","-1.9","218"
"","Uttarakhand","1811","0","34.9","24.3","0.7","126"
"","HP","1331","0","24.5","18.8","0.1","206"
"","J&K","1944","343","41.4","36.4","0.0","193"
"","Chandigarh","191","0","3.5","3.8","0.3","6"
"WR","Chhattisgarh","3277","96","76.5","22.6","-1.1","686"
"","Gujarat","11888","0","265.8","63.0","3.1","365"
"","MP","9653","0","181.4","103.8","0.7","450"
"","Maharashtra","18671","879","390.3","118.0","-1.3","600"
"","Goa","406","0","8.4","7.6","0.2","50"
"","DD","283","0","5.8","5.9","-0.1","35"
"","DNH","690","0","15.7","15.7","0.9","65"
"","Essar steel","344","0","7.0","6.0","0.9","75"
"SR","Andhra Pradesh","6212","0","143.0","26.6","1.6","386"
"","Telangana","5969","140","139.4","79.4","5.9","516"
"","Karnataka","8981","400","195.6","25.2","3.5","436"
"","Kerala","3340","138","63.3","39.8","2.5","414"
"","Tamil Nadu","11905","1041","269.1","103.8","0.7","354"
"","Pondy","312","0","6.2","6.2","0.0","22"
"ER","Bihar","2725","0","49.3","48.8","-4.3","190"
"","DVC","2390","0","54.6","-20.1","-0.3","170"
"","Jharkhand","1017","0","22.2","10.9","-0.7","90"
"","Odisha","3546","0","64.4","19.7","3.1","370"
"","West Bengal","6572","0","119.9","18.7","0.1","160"
"","Sikkim","99","0","1.6","1.2","0.4","45"
"NER","Arunachal Pradesh","108","0","2.0","1.3","0.7","73"
"","Assam","1200","63","20.2","14.3","1.2","126"
"","Manipur","125","1","2.2","2.2","0.0","50"
"","Meghalaya","358","2","5.3","5.0","-0.8","35"
"","Mizoram","82","3","1.1","1.0","0.1","26"
"","Nagaland","84","2","2.1","1.5","0.5","40"
"","Tripura","201","6","2.9","0.5","0.3","46"
