"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.20","12.15","12.35","70.81","16.84"
"SR GRID","0.00","0.00","0.20","12.15","12.35","70.81","16.84"
