"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","45011","36888","34393","16462","2216","134970"
"Peak Shortage (MW)","3033","356","300","0","208","3897"
"Energy Met (MU)","1025","821","787","348","40","3020"
"Hydro Gen(MU)","330","57","71","80","20","558"
"Wind Gen(MU)","14","94","101","----------","----------","209"
