"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","50729","41922","35451","18380","2327","148808"
"Peak Shortage (MW)","454","50","0","300","154","957"
"Energy Met (MU)","1137","995","816","377","44","3369"
"Hydro Gen(MU)","306","27","39","70","26","468"
"Wind Gen(MU)","28","106","109","----------","----------","243"
"Solar Gen (MU)*","3.54","12.76","17.30","1.18","0.00","35"
"Energy Shortage (MU)","12.2","0.0","0.0","1.2","1.2","14.6"
"Maximum Demand Met during the day (MW) (from NLDC SCADA)","53186","42654","36015","18842","2373","150587"
