"Share of RES in total generation (%)","10.83","6.26","18.89","0.20","0.06","9.32"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","39.02","11.94","32.30","17.19","40.16","24.18"
