"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6058","0","138.2","62.9","-0.8","178"
"","Haryana","7359","0","142.6","93.3","-0.8","165"
"","Rajasthan","9015","0","198.8","52.8","0.2","279"
"","Delhi","4449","0","91.8","72.2","-1.2","125"
"","UP","14197","250","315.6","121.1","-2.3","268"
"","Uttarakhand","1839","40","38.4","29.7","0.5","183"
"","HP","1184","0","24.4","15.7","0.1","131"
"","J&K","1942","486","41.1","24.7","2.1","358"
"","Chandigarh","239","0","5.0","5.1","0.3","18"
"WR","Chhattisgarh","3255","0","74.9","20.3","0.3","278"
"","Gujarat","14054","0","313.0","72.2","0.1","361"
"","MP","8119","0","176.3","88.4","1.5","311"
"","Maharashtra","19195","1","432.0","128.9","-1.4","512"
"","Goa","460","0","9.6","8.5","0.5","80"
"","DD","304","0","6.8","6.8","0.0","33"
"","DNH","729","0","16.8","17.0","-0.2","27"
"","Essar steel","590","0","11.7","11.3","0.4","238"
"SR","Andhra Pradesh","7331","0","161.7","24.4","2.8","480"
"","Telangana","6125","0","132.2","81.3","-0.2","399"
"","Karnataka","9041","0","205.1","56.0","3.3","472"
"","Kerala","3534","125","77.6","50.7","2.4","250"
"","Tamil Nadu","14580","0","335.7","155.5","-3.2","1162"
"","Pondy","347","0","7.6","7.6","-0.1","36"
"ER","Bihar","3277","0","69.6","66.6","0.7","500"
"","DVC","3032","0","63.5","-36.2","1.5","300"
"","Jharkhand","947","0","21.2","15.2","0.9","200"
"","Odisha","4526","0","72.0","22.2","2.1","950"
"","West Bengal","7820","0","157.4","41.4","1.1","250"
"","Sikkim","67","0","1.0","1.4","-0.4","25"
"NER","Arunachal Pradesh","105","3","2.0","1.6","0.4","59"
"","Assam","1192","160","18.9","14.5","0.9","161"
"","Manipur","121","6","1.8","1.3","0.5","37"
"","Meghalaya","271","0","3.9","0.7","0.2","112"
"","Mizoram","82","2","1.4","1.1","0.2","41"
"","Nagaland","99","5","1.7","1.6","0.0","36"
"","Tripura","250","1","4.8","2.1","1.5","74"
