"","NR","WR","SR","ER","NER","All India"
"Coal","642","1047","445","426","11","2571"
"Lignite","18","17","45","0","0","79"
"Hydro","350","7","34","90","22","502"
"Nuclear","27","31","55","0","0","113"
"Gas, Naptha & Diesel","31","31","13","0","29","104"
"RES (Wind, Solar, Biomass & Others)","93","152","265","2","0","512"
"Total","1161","1285","856","519","62","3881"
