"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.3","3.5","1.3","96.7","2.0"
"SR GRID","0.0","0.0","6.9","36.5","6.9","91.3","1.7"
