"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","10440","0","223.9","114.9","0.1","209"
"","Haryana","7973","32","157.5","116.7","-3.1","126"
"","Rajasthan","8426","0","186.3","75.0","3.0","554"
"","Delhi","5139","0","105.7","81.5","3.2","437"
"","UP","12253","3465","286.3","135.2","3.7","505"
"","Uttarakhand","1768","40","36.3","15.4","0.8","240"
"","HP","1126","35","23.9","2.8","-0.3","94"
"","J&K","1814","454","36.5","21.7","-0.3","156"
"","Chandigarh","311","0","5.9","6.2","0.3","8"
"WR","Chhattisgarh","2675","96","61.5","11.9","0.1","220"
"","Gujarat","12017","21","263.3","60.8","-3.7","478"
"","MP","5780","0","122.7","79.6","-0.9","297"
"","Maharashtra","14961","33","330.2","75.0","-1.2","899"
"","Goa","464","0","9.4","8.4","0.7","146"
"","DD","281","0","6.1","6.2","-0.1","290"
"","DNH","690","0","14.3","14.6","-0.4","88"
"","Essar steel","452","0","8.2","7.8","0.4","138"
"SR","Andhra Pradesh","5490","0","117.4","25.4","2.0","562"
"","Telangana","5074","0","101.2","75.8","-1.1","312"
"","Karnataka","7243","300","138.0","29.3","1.0","431"
"","Kerala","3037","0","50.8","35.5","0.6","225"
"","Tamil Nadu","11685","1264","259.8","99.3","-0.7","605"
"","Pondy","340","0","6.9","6.9","0.0","31"
"ER","Bihar","2723","200","54.8","56.6","-1.8","280"
"","DVC","2584","0","59.7","-18.6","0.3","300"
"","Jharkhand","981","0","20.5","13.1","-1.7","185"
"","Odisha","3355","0","64.4","15.1","-1.5","240"
"","West Bengal","6818","0","129.9","38.5","-0.8","280"
"","Sikkim","95","0","1.0","0.9","0.1","21"
"NER","Arunachal Pradesh","100","1","1.4","1.3","0.1","36"
"","Assam","1219","185","22.8","16.6","1.1","208"
"","Manipur","118","2","1.8","1.7","0.1","30"
"","Meghalaya","260","2","4.3","0.0","-0.2","40"
"","Mizoram","69","3","1.0","0.7","0.3","26"
"","Nagaland","96","2","1.7","1.2","0.4","45"
"","Tripura","224","2","2.8","0.9","0.0","51"
