"","NR","WR","SR","ER","NER"
"Schedule(MU)","102.7","-85.7","37.9","-63.6","6.2"
"Actual(MU)","104.1","-95.2","46.4","-59.0","7.4"
"O/D/U/D(MU)","1.4","-9.5","8.5","4.6","1.2"
