"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.12","0.63","9.06","9.80","51.03","39.17"
"SR GRID","0.00","0.12","0.63","9.06","9.80","51.03","B. Frequency Profile (%)39.17"
