"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5007","0","95.6","40.0","2.5","255"
"","Haryana","5551","0","106.8","62.4","0.1","280"
"","Rajasthan","9727","25","201.4","91.5","-7.0","212"
"","Delhi","3460","0","62.3","44.3","-1.7","286"
"","UP","10526","990","233.9","92.8","-1.7","529"
"","Uttarakhand","1826","0","34.2","25.2","1.1","160"
"","HP","1315","0","23.8","19.4","0.0","80"
"","J&K","2003","100","40.8","33.2","1.3","228"
"","Chandigarh","207","0","3.6","3.3","0.3","36"
"WR","Chhattisgarh","3140","23","68.7","20.2","0.0","380"
"","Gujarat","10845","0","240.4","34.1","0.1","483"
"","MP","9222","0","175.2","99.7","-1.9","408"
"","Maharashtra","17824","45","372.1","114.3","3.2","776"
"","Goa","433","0","8.3","8.0","-0.3","0"
"","DD","249","0","6.0","5.7","0.2","37"
"","DNH","632","0","14.7","14.4","0.3","34"
"","Essar steel","286","0","6.1","6.0","0.1","26"
"SR","Andhra Pradesh","12020","300","273.1","88.8","8.3","500"
"","Karnataka","9223","350","194.0","18.6","1.4","375"
"","Kerala","3360","150","61.4","31.6","2.5","303"
"","Tamil Nadu","11966","799","263.0","93.4","3.1","341"
"","Pondy","311","0","6.1","6.4","-0.4","15"
"ER","Bihar","2063","500","37.3","33.5","3.6","220"
"","DVC","2617","0","57.5","-18.3","-1.6","145"
"","Jharkhand","1064","0","21.1","11.2","-1.1","160"
"","Odisha","3554","0","65.5","11.1","1.2","290"
"","West Bengal","6272","32","113.9","23.6","4.9","450"
"","Sikkim","94","0","1.5","1.2","0.2","24"
"NER","Arunachal Pradesh","116","4","1.5","1.1","0.4","42"
"","Assam","1036","148","18.2","11.7","2.0","173"
"","Manipur","111","4","1.6","1.6","-0.1","26"
"","Meghalaya","296","2","5.0","3.4","0.7","86"
"","Mizoram","77","3","1.2","1.0","-0.1","22"
"","Nagaland","94","2","1.5","1.6","-0.4","14"
"","Tripura","202","1","2.7","0.6","-0.3","17"
