"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8117","0","181.8","123.4","0.0","311"
"","Haryana","6693","0","146.5","90.1","-4.0","353"
"","Rajasthan","5993","0","139.3","49.3","-8.6","7"
"","Delhi","4160","20","89.9","66.3","-2.4","68"
"","UP","10832","1740","237.2","120.0","-5.5","104"
"","Uttarakhand","1479","190","31.4","16.5","-2.6","68"
"","HP","1150","0","22.9","-0.1","0.6","154"
"","J&K","1620","100","30.0","17.2","-1.0","109"
"","Chandigarh","273","0","5.3","5.6","-0.3","17"
"WR","Chhattisgarh","2471","55","58.5","23.6","-2.1","134"
"","Gujarat","9267","134","205.2","45.6","3.6","877"
"","MP","5525","62","116.5","29.3","-2.1","153"
"","Maharashtra","14103","211","317.3","101.2","5.3","1149"
"","Goa","402","5","8.2","6.4","1.3","53"
"","DD","268","3","6.3","5.4","0.9","22"
"","DNH","648","7","15.4","14.4","1.0","82"
"","Essar steel","453","5","9.2","8.9","0.3","51"
"SR","Andhra Pradesh","11090","0","256.3","71.0","1.7","303"
"","Karnataka","6738","1100","147.4","20.3","0.1","209"
"","Kerala","2861","0","52.5","16.4","-3.0","165"
"","Tamil Nadu","11150","503","253.5","64.2","-0.7","269"
"","Pondy","315","30","6.5","6.2","0.2","46"
"ER","Bihar","1997","0","42.6","42.2","-0.3","185"
"","DVC","2345","200","55.5","-23.2","2.7","465"
"","Jharkhand","924","0","19.5","17.0","-2.5","165"
"","Odisha","3525","0","67.0","15.3","2.7","485"
"","West Bengal","6714","0","124.1","40.4","0.4","375"
"","Sikkim","91","0","1.2","1.2","0.1","28"
"NER","Arunachal Pradesh","94","1","1.2","1.9","-0.7","42"
"","Assam","1080","230","21.8","15.4","1.5","195"
"","Manipur","114","1","1.3","2.4","-1.1","4"
"","Meghalaya","247","1","4.5","1.1","-0.5","97"
"","Mizoram","60","1","1.0","1.2","-0.2","1"
"","Nagaland","91","1","1.4","1.4","-0.4","27"
"","Tripura","205","15","3.1","1.4","-0.1","46"
