"","NR","WR","SR","ER","NER"
"Schedule(MU)","122.6","-88.4","41.3","-77.9","2.9"
"Actual(MU)","100.1","-78.8","41.4","-65.8","0.7"
"O/D/U/D(MU)","-22.5","9.6","0.1","12.1","-2.2"
