"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5438","0","107.3","50.3","0.8","220"
"","Haryana","6572","0","118.6","73.6","-0.7","241"
"","Rajasthan","10531","0","224.9","75.2","1.6","323"
"","Delhi","3624","0","61.7","45.5","-0.6","204"
"","UP","10992","580","240.3","106.6","1.2","353"
"","Uttarakhand","1904","0","36.1","24.8","1.1","154"
"","HP","1421","0","26.2","21.9","0.5","131"
"","J&K","2099","525","42.6","35.9","0.3","139"
"","Chandigarh","213","0","3.7","3.6","0.3","16"
"WR","Chhattisgarh","3527","96","73.4","28.5","-0.6","250"
"","Gujarat","12986","0","280.1","70.1","-0.2","509"
"","MP","10734","0","216.9","126.1","-1.2","260"
"","Maharashtra","18388","14","381.2","95.4","5.1","657"
"","Goa","424","0","8.1","8.1","-0.5","148"
"","DD","298","0","6.5","6.4","0.1","111"
"","DNH","689","0","16.1","16.1","0.0","290"
"","Essar steel","398","0","6.8","6.1","0.7","176"
"SR","Andhra Pradesh","6700","0","135.7","15.9","-3.4","637"
"","Telangana","6179","0","129.4","87.1","0.8","278"
"","Karnataka","8669","800","182.5","42.2","1.1","538"
"","Kerala","3435","0","62.6","44.3","2.7","284"
"","Tamil Nadu","13233","0","274.0","119.6","3.2","514"
"","Pondy","307","0","5.9","6.6","-0.6","17"
"ER","Bihar","3546","0","65.7","64.2","-0.8","165"
"","DVC","2326","0","59.3","-15.6","2.0","185"
"","Jharkhand","1030","0","23.3","10.7","0.0","110"
"","Odisha","3545","0","59.2","17.7","-0.6","284"
"","West Bengal","6545","0","125.8","29.4","0.7","190"
"","Sikkim","93","0","2.2","1.4","0.8","21"
"NER","Arunachal Pradesh","107","2","2.0","1.5","0.5","35"
"","Assam","1286","50","22.0","15.4","1.8","130"
"","Manipur","152","5","2.4","2.3","0.2","38"
"","Meghalaya","364","1","5.6","5.2","-1.1","57"
"","Mizoram","84","2","1.5","1.1","0.4","37"
"","Nagaland","114","2","2.1","1.7","0.3","35"
"","Tripura","215","1","3.0","-1.0","0.5","39"
