"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5418","0","101.7","46.9","2.4","399"
"","Haryana","5535","0","107.0","37.8","0.5","243"
"","Rajasthan","8919","0","190.7","85.8","-4.6","36"
"","Delhi","3263","0","59.8","45.4","-1.1","189"
"","UP","9640","1480","218.4","83.6","0.0","537"
"","Uttarakhand","1647","75","30.8","19.3","0.7","131"
"","HP","1328","0","24.4","18.7","0.6","121"
"","J&K","1847","100","39.4","30.0","3.3","244"
"","Chandigarh","192","0","3.4","3.2","0.2","34"
"WR","Chhattisgarh","2739","7","59.0","11.1","1.2","256"
"","Gujarat","11455","19","242.8","40.5","-1.4","840"
"","MP","9742","15","204.7","111.0","-2.0","306"
"","Maharashtra","16449","686","348.7","109.4","-1.1","637"
"","Goa","379","1","7.5","7.4","-0.3","11"
"","DD","241","0","5.8","6.0","-0.2","9"
"","DNH","585","1","13.9","13.8","0.2","38"
"","Essar steel","260","0","5.5","5.2","0.3","25"
"SR","Andhra Pradesh","10891","0","245.2","85.7","7.1","730"
"","Karnataka","8603","300","174.4","23.4","2.3","274"
"","Kerala","3161","150","56.9","36.3","2.0","231"
"","Tamil Nadu","10450","678","223.2","75.1","1.2","368"
"","Pondy","290","0","5.6","6.0","-0.5","7"
"ER","Bihar","1956","100","40.3","36.2","1.6","220"
"","DVC","2450","0","56.5","-18.5","-1.0","150"
"","Jharkhand","1048","0","20.5","10.9","0.1","140"
"","Odisha","3340","0","60.1","13.7","1.3","300"
"","West Bengal","6064","0","98.0","20.0","3.9","280"
"","Sikkim","128","0","1.8","1.4","0.4","40"
"NER","Arunachal Pradesh","124","1","1.7","1.1","0.6","61"
"","Assam","951","171","17.3","11.2","1.1","143"
"","Manipur","104","6","1.7","1.5","0.1","54"
"","Meghalaya","287","11","4.8","2.7","0.3","80"
"","Mizoram","63","2","1.2","1.0","0.0","24"
"","Nagaland","92","8","1.7","1.3","0.1","23"
"","Tripura","155","27","3.0","-0.1","0.8","46"
