"","NR","WR","SR","ER","NER"
"Schedule(MU)","105.0","-107.2","34.6","-39.7","9.3"
"Actual(MU)","121.3","-122.1","35.5","-45.4","11.9"
"O/D/U/D(MU)","16.3","-14.9","0.9","-5.7","2.6"
