"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7830","0","172.4","73.1","0.3","157","0.0"
"","Haryana","7081","0","139.4","87.5","1.6","209","0.0"
"","Rajasthan","9235","0","199.3","77.2","3.9","494","0.6"
"","Delhi","4087","0","79.7","59.4","-0.5","131","0.0"
"","UP","16605","0","346.4","142.0","0.3","395","0.0"
"","Uttarakhand","1584","0","32.0","4.6","0.3","117","0.0"
"","HP","1103","0","20.9","4.5","-1.1","95","0.0"
"","J&K","2222","555","42.1","29.2","-0.5","268","10.0"
"","Chandigarh","209","0","4.1","4.9","-0.8","0","0.0"
"WR","Chhattisgarh","3688","0","83.6","22.1","0.8","138","0.0"
"","Gujarat","15457","0","340.7","90.6","-2.2","710","0.0"
"","MP","8116","0","178.7","103.8","1.9","357","0.0"
"","Maharashtra","18736","0","414.8","154.8","4.0","796","0.0"
"","Goa","350","0","7.6","7.6","-0.4","35","0.0"
"","DD","277","0","6.3","5.9","0.4","38","0.0"
"","DNH","715","0","16.2","15.7","0.5","65","0.0"
"","Essar steel","357","0","6.1","6.2","-0.2","168","0.0"
"SR","Andhra Pradesh","6482","0","133.2","40.6","2.6","467","0.0"
"","Telangana","7061","0","148.4","60.5","0.4","373","0.0"
"","Karnataka","6097","0","114.9","37.7","-2.2","371","0.0"
"","Kerala","3197","0","60.6","42.3","1.1","265","0.0"
"","Tamil Nadu","11569","0","246.6","109.2","3.4","623","0.0"
"","Pondy","309","0","6.4","6.8","-0.4","17","0.0"
"ER","Bihar","3946","0","73.4","67.1","1.1","80","0.0"
"","DVC","2497","200","55.1","-15.9","4.9","400","0.6"
"","Jharkhand","996","0","20.2","14.6","-0.1","200","0.0"
"","Odisha","3896","0","77.7","32.2","2.0","400","0.0"
"","West Bengal","7032","0","119.0","25.6","2.3","220","0.0"
"","Sikkim","74","0","0.8","1.4","-0.6","0","0.0"
"NER","Arunachal Pradesh","109","4","2.3","2.9","-0.5","13","0.0"
"","Assam","1591","55","26.3","20.3","0.7","125","0.9"
"","Manipur","147","2","2.0","2.4","-0.4","11","0.0"
"","Meghalaya","276","0","5.6","-1.4","0.1","12","0.0"
"","Mizoram","78","1","1.2","1.4","-0.3","9","0.0"
"","Nagaland","109","5","1.9","1.8","-0.1","18","0.1"
"","Tripura","262","0","4.1","3.8","0.4","56","0.0"
