"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8442","400","171.6","119.6","-5.3","225"
"","Haryana","7503","0","160.9","101.1","-0.5","387"
"","Rajasthan","7331","0","166.0","58.7","-7.2","101"
"","Delhi","4837","0","100.0","69.8","1.7","507"
"","UP","9227","150","197.0","99.8","-5.9","266"
"","Uttarakhand","1487","0","32.4","19.1","1.6","287"
"","HP","1201","0","23.9","4.1","-3.2","0"
"","J&K","1368","100","27.3","13.6","0.3","262"
"","Chandigarh","260","0","4.9","5.7","-0.8","20"
"WR","Chhattisgarh","2681","14","59.5","18.8","0.0","401"
"","Gujarat","10254","71","227.5","49.5","2.1","941"
"","MP","5441","21","100.3","49.3","-2.6","179"
"","Maharashtra","13826","249","308.9","93.0","1.8","856"
"","Goa","339","61","7.3","6.2","0.6","3"
"","DD","241","1","5.8","5.7","0.1","55"
"","DNH","616","2","14.5","14.1","0.4","43"
"SR","Andhra Pradesh","9887","1000","227.8","86.1","4.1","336"
"","Karnataka","7218","650","148.0","17.6","0.6","173"
"","Kerala","2927","150","52.9","26.2","2.1","337"
"","Tamil Nadu","11570","587","258.4","69.2","0.2","268"
"","Pondy","301","0","6.1","7.0","-0.9","18"
"ER","Bihar","1991","0","36.9","40.3","-3.4","195"
"","DVC","2487","0","57.1","-19.9","0.8","425"
"","Jharkhand","892","0","19.3","13.7","-0.8","235"
"","Odisha","3164","0","65.3","15.4","4.6","385"
"","West Bengal","6074","0","120.6","42.6","0.9","285"
"","Sikkim","78","0","1.1","1.7","-0.6","20"
"NER","Arunachal Pradesh","101","4","1.3","1.7","-0.3","22"
"","Assam","1105","147","21.2","13.9","1.1","162"
"","Manipur","126","0","1.6","2.6","-1.0","17"
"","Meghalaya","255","2","4.9","0.0","0.3","97"
"","Mizoram","53","12","1.0","1.5","-0.5","0"
"","Nagaland","97","0","1.7","1.5","-0.2","16"
"","Tripura","205","0","3.2","1.8","-0.3","30"
