"Share of RES in total generation (%)","8.87","5.36","16.37","0.22","0.09","8.09"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","30.60","9.36","27.77","6.97","8.44","18.14"
