"","NR","WR","SR","ER","NER"
"Schedule(MU)","126.3","-112.9","40.0","-49.9","0.1"
"Actual(MU)","138.2","-131.4","44.8","-51.0","-1.4"
"O/D/U/D(MU)","11.9","-18.5","4.8","-1.1","-1.5"
