"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4855","0","88.9","37.1","1.2","181"
"","Haryana","6114","0","110.9","44.8","-1.8","198"
"","Rajasthan","10144","0","209.3","71.2","0.7","359"
"","Delhi","3936","0","66.9","47.5","0.3","319"
"","UP","10466","2885","235.8","76.2","-0.6","300"
"","Uttarakhand","1838","75","36.1","25.7","0.9","151"
"","HP","1314","0","24.4","20.5","-0.2","56"
"","J&K","1970","348","42.2","35.3","2.5","206"
"","Chandigarh","234","0","4.1","3.8","0.3","46"
"WR","Chhattisgarh","3094","240","26.1","24.2","1.9","364"
"","Gujarat","11726","0","53.1","56.4","-3.3","422"
"","MP","9570","0","89.0","90.3","-1.3","477"
"","Maharashtra","18098","65","104.0","105.3","-1.3","453"
"","Goa","384","0","7.1","7.0","0.1","69"
"","DD","251","0","5.5","5.5","0.0","28"
"","DNH","654","0","15.1","14.7","-0.2","77"
"","Essar steel","347","0","7.0","7.6","-0.2","27"
"SR","Andhra Pradesh","5920","0","131.7","20.0","-0.7","287"
"","Telangana","6203","200","127.1","68.7","2.8","366"
"","Karnataka","8448","350","179.4","31.7","3.2","380"
"","Kerala","3338","125","60.0","41.8","2.4","311"
"","Tamil Nadu","11298","869","238.2","90.7","1.3","678"
"","Pondy","321","0","5.5","5.4","0.1","53"
"ER","Bihar","2763","200","55.8","56.4","-3.4","185"
"","DVC","2581","0","58.2","-23.8","-0.4","335"
"","Jharkhand","1004","0","21.2","13.6","-0.2","125"
"","Odisha","3332","0","63.1","19.2","3.5","435"
"","West Bengal","6350","0","115.1","18.2","1.7","398"
"","Sikkim","108","0","1.7","1.2","0.5","20"
"NER","Arunachal Pradesh","111","2","1.8","1.4","0.3","42"
"","Assam","1195","67","21.3","13.4","2.7","154"
"","Manipur","133","3","1.8","1.9","-0.1","45"
"","Meghalaya","322","3","5.2","5.3","-1.2","35"
"","Mizoram","86","1","1.2","1.0","0.2","29"
"","Nagaland","120","2","2.3","1.6","0.4","21"
"","Tripura","200","2","2.6","0.6","-0.2","50"
