"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11576","0","253.8","138.8","-1.9","81","0.0"
"","Haryana","8924","0","196.4","160.2","-0.7","114","0.0"
"","Rajasthan","9451","0","197.2","69.8","-1.1","533","0.0"
"","Delhi","5644","0","115.6","99.6","-0.1","168","0.0"
"","UP","20863","0","412.5","199.3","-0.2","633","0.0"
"","Uttarakhand","1855","0","41.7","14.3","0.7","89","0.0"
"","HP","1450","0","29.8","-2.6","0.5","149","0.0"
"","J&K","2116","529","42.3","20.2","2.5","499","10.1"
"","Chandigarh","286","0","5.6","6.1","-0.5","14","0.0"
"WR","Chhattisgarh","3655","0","83.5","26.3","-2.4","150","0.0"
"","Gujarat","12723","0","282.0","41.4","0.5","534","0.0"
"","MP","8290","0","183.7","75.2","-2.3","824","0.0"
"","Maharashtra","17151","0","368.4","82.6","-0.5","622","0.0"
"","Goa","541","0","11.3","10.9","-0.2","52","0.0"
"","DD","321","0","7.2","7.0","0.2","67","0.0"
"","DNH","787","0","18.4","18.6","-0.2","31","0.0"
"","Essar steel","359","0","6.1","5.5","0.6","393","0.0"
"SR","Andhra Pradesh","7256","0","161.8","19.8","0.4","409","0.0"
"","Telangana","7633","0","156.5","68.1","0.3","455","0.0"
"","Karnataka","8291","0","167.1","44.3","-0.2","489","0.0"
"","Kerala","3537","0","70.3","56.2","3.2","333","0.0"
"","Tamil Nadu","14272","0","313.9","141.6","1.4","440","0.0"
"","Pondy","382","0","7.7","7.8","-0.1","55","0.0"
"ER","Bihar","5419","0","98.9","94.8","-0.2","80","0.0"
"","DVC","2944","0","63.3","-43.8","-0.3","210","0.0"
"","Jharkhand","1055","100","22.3","15.6","0.2","170","0.3"
"","Odisha","4333","0","85.9","37.1","0.9","230","0.0"
"","West Bengal","8580","0","167.7","65.7","5.0","300","0.0"
"","Sikkim","78","0","0.8","1.3","-0.5","0","0.0"
"NER","Arunachal Pradesh","118","6","2.2","2.7","-0.5","41","0.0"
"","Assam","1729","59","33.1","27.7","0.4","135","1.0"
"","Manipur","152","7","2.5","2.3","0.2","25","0.0"
"","Meghalaya","302","8","5.5","-0.1","-0.2","37","0.0"
"","Mizoram","84","6","1.8","1.0","0.5","9","0.0"
"","Nagaland","128","4","2.2","2.1","-0.4","40","0.0"
"","Tripura","276","14","4.2","3.9","-0.5","61","0.0"
