"","NR","WR","SR","ER","NER"
"Schedule(MU)","85.5","-69.1","56.4","-79.9","7.9"
"Actual(MU)","78.8","-59.4","56.1","-76.6","2.2"
"O/D/U/D(MU)","-6.7","9.7","-0.3","3.3","-5.7"
