"","NR","WR","SR","ER","NER"
"Schedule(MU)","75.8","-67.2","44.5","-65.2","8.0"
"Actual(MU)","76.9","-74.4","44.3","-56.6","5.5"
"O/D/U/D(MU)","1.1","-7.2","-0.2","8.6","-2.5"
