"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.06","3.95","14.35","18.36","53.85","27.79"
"SR GRID","0.00","0.06","3.95","14.35","18.36","53.85","B. Frequency Profile (%)27.79"
