"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","2.2","11.0","2.2","96.5","1.3"
"SR GRID","0.0","0.0","2.2","11.0","2.2","96.5","1.3"
