"","NR","WR","SR","ER","NER"
"Schedule(MU)","57.0","-27.7","42.7","-82.2","7.0"
"Actual(MU)","62.4","-30.7","43.2","-81.3","8.4"
"O/D/U/D(MU)","5.4","-3.0","0.5","0.9","1.4"
