"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","1.53","8.42","20.09","30.06","48.77","21.17"
"SR GRID","0.00","1.53","8.42","20.09","30.06","48.77","B. Frequency Profile (%)21.17"
