"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","530","1071","413","372","7","2394"
"Hydro","356","45","176","111","26","714"
"Nuclear","27","27","24","0","0","79"
"Gas, Naptha & Diesel","24","39","23","0","18","104"
"RES (Wind, Solar, Biomass & Others)","44","62","240","1","0","347"
"Total","982","1245","876","483","52","3638"
